fill_id,epoch,prev_epoch,next_epoch,tier,k,gap_years,dt_left_yr,dt_right_yr,dt_basis,n_cells,area_m2,crown_id,crown_diam_m,size_class,crown_cells,fill_cells_in_crown,fill_share_of_crown,crown_cover_raw,p_t_list,p_t_source,miss_product,epsilon_interval,epsilon_interval_next,gamma_interval_colonisation,gamma_interval_emptysite,lambda_colonisation,lambda_colonisation_emptysite,lambda_rule,log10_lambda_colonisation,log10_lambda_rule,posterior_fill_colonisation,posterior_fill_colonisation_emptysite,posterior_fill_rule
2011s#3211_1550,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,132186,13.15,10-14,18,6,0.333,0.611,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3211_1949,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,132595,4.61,4-5,2,1,0.5,0.5,0.9185,2011s|bin|4-5,0.0815,0.008764,0.008764,0.0004121,0.0009761,22172.2,9361.38,45.6876,4.3458,1.6598,0.9999549,0.99989319,0.97858104
2011s#3212_1248,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,17,68.0,131928,13.69,10-14,17,16,0.941,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3212_1733,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3213_1577,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,132247,7.18,6-8,4,1,0.25,0.25,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3213_1892,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,40,160.0,132526,16.94,14+,26,9,0.346,0.654,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3214_1691,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,37,148.0,132318,17.15,14+,27,2,0.074,0.852,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3214_1775,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3215_839,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3215_1078,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,131656,8.59,8-10,7,3,0.429,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3215_1334,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,131984,6.63,6-8,5,4,0.8,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3216_823,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3216_1164,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,131851,5.82,5-6,3,1,0.333,0.667,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#3217_1237,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,131934,7.18,6-8,5,4,0.8,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3217_1377,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,132027,16.31,14+,23,2,0.087,0.87,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3217_1396,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,132020,14.27,14+,16,3,0.188,0.75,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3217_1599,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,30,120.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3218_2007,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,21,84.0,132566,13.74,10-14,14,1,0.071,0.714,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3219_1678,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,132319,9.48,8-10,10,2,0.2,0.8,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3219_1696,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3219_2074,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,132787,20.89,14+,39,6,0.154,0.769,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3221_1150,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,37,148.0,131749,6.53,6-8,4,4,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3221_1166,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,24,96.0,131866,6.07,6-8,4,1,0.25,0.75,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3221_1211,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3221_1287,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,52,208.0,131803,11.43,10-14,12,11,0.917,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3221_1518,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,18,72.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3221_1645,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3222_1248,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,131937,13.92,10-14,17,3,0.176,0.706,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3222_2019,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,135301,15.62,14+,23,8,0.348,0.652,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3223_902,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,48,192.0,131543,7.82,6-8,5,5,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3223_1363,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,46,184.0,134812,11.76,10-14,11,1,0.091,0.818,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3223_1375,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,132027,16.31,14+,23,1,0.043,0.87,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3223_1449,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,28,112.0,134857,8.12,8-10,7,1,0.143,0.857,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3224_947,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,27,108.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3224_1089,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,29,116.0,131676,7.45,6-8,5,5,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3224_1126,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3224_1139,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,131753,6.8,6-8,6,2,0.333,0.667,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3224_1225,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,21,84.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3224_1580,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,45,180.0,132255,7.03,6-8,4,2,0.5,0.5,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3225_1535,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,26,104.0,134963,8.78,8-10,6,5,0.833,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3225_2377,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,18,72.0,135761,5.03,5-6,3,3,1.0,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#3228_842,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,131496,11.97,10-14,14,6,0.429,0.571,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3228_1134,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,134636,4.21,4-5,3,3,1.0,0.0,0.9185,2011s|bin|4-5,0.0815,0.008764,0.008764,0.0004121,0.0009761,22172.2,9361.38,45.6876,4.3458,1.6598,0.9999549,0.99989319,0.97858104
2011s#3228_2120,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3229_824,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,21,84.0,134391,11.09,10-14,9,7,0.778,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3229_887,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,134425,6.29,6-8,4,2,0.5,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3231_843,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,134426,10.0,10-14,8,6,0.75,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3231_1231,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,62,248.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3231_1454,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,134863,6.25,6-8,2,2,1.0,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3231_2040,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,135388,15.28,14+,21,4,0.19,0.81,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3234_708,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3234_945,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,17,68.0,134497,8.37,8-10,6,3,0.5,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3236_1182,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,40,160.0,134605,9.01,8-10,7,3,0.429,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3237_1465,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,134917,8.88,8-10,7,2,0.286,0.714,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3238_1285,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,21,84.0,134778,12.2,10-14,13,2,0.154,0.846,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3239_2088,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,135442,7.34,6-8,5,3,0.6,0.2,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3240_1145,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,134645,11.31,10-14,12,2,0.167,0.667,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3240_2118,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,135433,13.39,10-14,15,4,0.267,0.667,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3241_1472,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,15,60.0,134924,8.82,8-10,6,3,0.5,0.5,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3241_2394,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,135720,12.16,10-14,14,2,0.143,0.857,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3242_625,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,134194,6.85,6-8,3,1,0.333,0.333,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3242_1252,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,15,60.0,134697,5.97,5-6,3,2,0.667,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#3243_1293,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,134782,6.14,6-8,4,1,0.25,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3244_639,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,117,468.0,134139,14.4,14+,17,14,0.824,0.176,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3244_820,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,134412,10.41,10-14,8,2,0.25,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3244_1796,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3244_1859,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,135276,9.86,8-10,8,6,0.75,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3244_2198,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3245_1268,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,18,72.0,134779,6.46,6-8,5,3,0.6,0.2,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3246_1525,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,134980,15.98,14+,22,1,0.045,0.909,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3247_2136,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,135495,9.2,8-10,8,6,0.75,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3248_1043,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,15,60.0,134550,5.03,5-6,3,1,0.333,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#3248_1536,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,16,64.0,134985,7.33,6-8,5,1,0.2,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3248_1627,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,135112,19.0,14+,34,5,0.147,0.794,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3249_1103,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3249_1516,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,134979,9.59,8-10,8,2,0.25,0.75,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3249_1666,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,135108,13.71,10-14,15,3,0.2,0.467,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3251_691,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,134149,12.23,10-14,14,2,0.143,0.286,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3251_1114,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,8,32.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3252_1081,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,23,92.0,134572,5.34,5-6,3,1,0.333,0.0,0.9349,2011s|bin|5-6,0.0651,0.008764,0.008764,0.0004121,0.0009761,17710.5,7477.62,36.494,4.2482,1.5622,0.99994354,0.99986629,0.97332908
2011s#3253_1068,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3253_1135,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3254_1451,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,13,52.0,134883,10.45,10-14,9,8,0.889,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3254_2092,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,135448,8.52,8-10,7,1,0.143,0.857,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3254_2193,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,35,140.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3255_2350,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,15,60.0,135803,6.85,6-8,5,3,0.6,0.0,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3256_753,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,134379,9.24,8-10,7,7,1.0,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3256_957,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,9,36.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3256_2213,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,65,260.0,135684,11.5,10-14,11,11,1.0,0.0,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3258_1228,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,76,304.0,134717,8.69,8-10,6,5,0.833,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3258_1540,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,,,,,,,,,,,0.008764,0.008764,0.0004121,0.0009761,,,,,,,,
2011s#3258_1627,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,36,144.0,135131,18.17,14+,29,14,0.483,0.517,0.9923,2011s|bin|14+,0.0077,0.008764,0.008764,0.0004121,0.0009761,2094.8,884.449,4.3165,3.3211,0.6351,0.99952285,0.99887063,0.81190623
2011s#3259_559,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,10,40.0,134306,9.76,8-10,10,2,0.2,0.8,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3259_1135,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,7,28.0,134660,7.42,6-8,4,1,0.25,0.75,0.9523,2011s|bin|6-8,0.0477,0.008764,0.008764,0.0004121,0.0009761,12976.9,5478.99,26.7399,4.1132,1.4272,0.99992295,0.99981752,0.96395079
2011s#3259_1193,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,14,56.0,134617,8.0,8-10,7,1,0.143,0.857,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3259_2066,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,11,44.0,135404,12.68,10-14,14,1,0.071,0.929,0.9786,2011s|bin|10-14,0.0214,0.008764,0.008764,0.0004121,0.0009761,5821.9,2458.08,11.9965,3.7651,1.0791,0.99982826,0.99959334,0.9230562
2011s#3260_1871,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,25,100.0,135248,8.92,8-10,7,6,0.857,0.143,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3261_682,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,65,260.0,134160,9.85,8-10,8,8,1.0,0.0,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
2011s#3261_1272,2011s,2009,2013,HEAL,1,4,2.0,2.0,year_label,12,48.0,134798,8.76,8-10,8,3,0.375,0.5,0.965,2011s|bin|8-10,0.035,0.008764,0.008764,0.0004121,0.0009761,9521.8,4020.22,19.6204,3.9787,1.2927,0.99989499,0.99975132,0.95150443
