fill_id,epoch,prev_epoch,next_epoch,tier,k,gap_years,dt_left_yr,dt_right_yr,dt_basis,n_cells,area_m2,crown_id,crown_diam_m,size_class,crown_cells,fill_cells_in_crown,fill_share_of_crown,crown_cover_raw,p_t_list,p_t_source,miss_product,epsilon_interval,epsilon_interval_next,gamma_interval_colonisation,gamma_interval_emptysite,lambda_colonisation,lambda_colonisation_emptysite,lambda_rule,log10_lambda_colonisation,log10_lambda_rule,posterior_fill_colonisation,posterior_fill_colonisation_emptysite,posterior_fill_rule
2019#1708_1316,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,87,348.0,59415,5.47,5-6,3,3,1.0,0.0,0.9258,2019|bin|5-6,0.0742,0.011891,0.008572,0.0004031,0.0009547,15164.8,6402.72,30.5635,4.1808,1.4852,0.99993406,0.99984384,0.96831784
2019#1708_1362,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,89,356.0,59469,6.01,6-8,4,3,0.75,0.25,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1709_1398,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1709_1488,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1709_1539,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1709_1718,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,19,76.0,59991,5.53,5-6,2,2,1.0,0.0,0.9258,2019|bin|5-6,0.0742,0.011891,0.008572,0.0004031,0.0009547,15164.8,6402.72,30.5635,4.1808,1.4852,0.99993406,0.99984384,0.96831784
2019#1709_2047,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,60377,14.49,14+,21,2,0.095,0.905,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1709_2068,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,16,64.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1709_2095,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1711_1424,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1715_1251,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,59338,7.21,6-8,5,1,0.2,0.4,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1715_1270,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,59345,9.01,8-10,7,1,0.143,0.857,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1716_1944,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1716_2169,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,60592,7.79,6-8,7,2,0.286,0.286,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1717_1739,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,25,100.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1717_1796,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,26,104.0,60174,6.57,6-8,4,2,0.5,0.5,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1717_2234,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,60672,12.57,10-14,13,3,0.231,0.769,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1718_1608,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,47,188.0,59823,8.16,8-10,6,2,0.333,0.667,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1718_1727,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,11,44.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1720_1432,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,59568,3.86,3-4,1,1,1.0,0.0,0.8716,2019|bin|3-4,0.1284,0.011891,0.008572,0.0004031,0.0009547,26242.0,11079.6,52.8889,4.419,1.7234,0.99996189,0.99990975,0.98144329
2019#1720_2203,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,43,172.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1721_2222,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,60665,17.95,14+,29,1,0.034,0.966,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1723_1206,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,31,124.0,59293,8.04,8-10,6,2,0.333,0.667,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1723_1505,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,41,164.0,59683,6.82,6-8,4,4,1.0,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1724_1685,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1725_1387,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,29,116.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1725_1653,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1725_1731,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,11,44.0,60019,7.14,6-8,6,1,0.167,0.833,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1727_2060,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,13,52.0,60392,15.68,14+,23,2,0.087,0.87,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1728_1204,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1728_1237,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,27,108.0,59300,5.41,5-6,2,2,1.0,0.0,0.9258,2019|bin|5-6,0.0742,0.011891,0.008572,0.0004031,0.0009547,15164.8,6402.72,30.5635,4.1808,1.4852,0.99993406,0.99984384,0.96831784
2019#1728_1653,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,28,112.0,59949,17.97,14+,30,6,0.2,0.767,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1728_1765,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,15,60.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1728_1880,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,60247,11.35,10-14,12,1,0.083,0.917,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1728_1933,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,28,112.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1728_1980,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1728_2148,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,12,48.0,60447,16.94,14+,27,1,0.037,0.963,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1729_1260,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,59359,7.23,6-8,4,2,0.5,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1729_1306,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1729_1686,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,16,64.0,59942,11.91,10-14,13,1,0.077,0.923,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1729_2216,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1730_1834,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,15,60.0,60109,15.92,14+,22,1,0.045,0.955,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1730_1949,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1730_2125,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,60446,8.2,8-10,4,3,0.75,0.25,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1731_2001,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,60354,7.67,6-8,5,3,0.6,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1731_2080,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,29,116.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1732_1332,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,59426,6.4,6-8,2,2,1.0,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1732_1522,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,28,112.0,62151,11.07,10-14,11,1,0.091,0.818,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1733_1502,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,21,84.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1733_2170,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,21,84.0,62923,7.04,6-8,5,4,0.8,0.2,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1734_2222,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,33,132.0,63003,7.18,6-8,7,2,0.286,0.714,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1735_1789,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,62530,6.83,6-8,4,2,0.5,0.5,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1736_2041,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,62733,18.91,14+,32,2,0.062,0.938,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1737_1239,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,50,200.0,61892,6.93,6-8,5,3,0.6,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1737_1609,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,62273,9.25,8-10,8,7,0.875,0.125,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1737_2007,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,62687,17.58,14+,26,2,0.077,0.885,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1739_1344,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,22,88.0,59437,4.98,4-5,4,3,0.75,0.25,0.9078,2019|bin|4-5,0.0922,0.011891,0.008572,0.0004031,0.0009547,18843.6,7955.94,37.9778,4.2752,1.5795,0.99994693,0.99987432,0.97434439
2019#1739_1690,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,24,96.0,62423,11.39,10-14,11,1,0.091,0.545,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1739_1916,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,16,64.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1741_1515,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,62151,11.07,10-14,11,1,0.091,0.818,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1741_1970,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,62693,15.08,14+,20,1,0.05,0.7,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1741_2124,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,37,148.0,62780,6.62,6-8,4,3,0.75,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1742_1415,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,25,100.0,61965,7.79,6-8,6,1,0.167,0.833,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1742_1873,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1742_2145,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,44,176.0,62798,7.78,6-8,6,4,0.667,0.333,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1743_1576,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,25,100.0,62214,7.13,6-8,5,1,0.2,0.8,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1743_1954,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1744_1794,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,62538,8.31,8-10,7,1,0.143,0.571,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1744_1910,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,11,44.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1744_2065,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,29,116.0,62741,4.43,4-5,2,2,1.0,0.0,0.9078,2019|bin|4-5,0.0922,0.011891,0.008572,0.0004031,0.0009547,18843.6,7955.94,37.9778,4.2752,1.5795,0.99994693,0.99987432,0.97434439
2019#1744_2163,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,22,88.0,62783,6.84,6-8,3,3,1.0,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1745_1220,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1746_1228,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,61901,5.02,5-6,2,1,0.5,0.5,0.9258,2019|bin|5-6,0.0742,0.011891,0.008572,0.0004031,0.0009547,15164.8,6402.72,30.5635,4.1808,1.4852,0.99993406,0.99984384,0.96831784
2019#1746_1561,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,57,228.0,62210,8.91,8-10,7,7,1.0,0.0,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1746_2109,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1747_1186,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1747_2013,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,46,184.0,62709,4.58,4-5,2,2,1.0,0.0,0.9078,2019|bin|4-5,0.0922,0.011891,0.008572,0.0004031,0.0009547,18843.6,7955.94,37.9778,4.2752,1.5795,0.99994693,0.99987432,0.97434439
2019#1748_1983,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,23,92.0,62699,12.71,10-14,14,6,0.429,0.571,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1749_2044,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,46,184.0,62748,10.96,10-14,12,3,0.25,0.75,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1749_2193,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,62948,13.02,10-14,14,1,0.071,0.929,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1750_1938,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1750_2177,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,31,124.0,62958,10.23,10-14,8,3,0.375,0.625,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1751_1234,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,21,84.0,61905,9.72,8-10,7,5,0.714,0.286,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1751_1737,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,13,52.0,62368,8.12,8-10,5,3,0.6,0.4,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1751_1776,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,62546,12.76,10-14,15,4,0.267,0.6,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1751_1981,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,19,76.0,62697,7.81,6-8,6,1,0.167,0.5,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1751_2076,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,8,32.0,62861,12.79,10-14,16,1,0.062,0.938,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1752_2066,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,12,48.0,62862,12.12,10-14,14,2,0.143,0.857,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1753_1363,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1753_1435,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,19,76.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1753_1786,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,14,56.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1754_1388,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,26,104.0,62062,6.17,6-8,3,2,0.667,0.333,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1754_1749,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,25,100.0,62372,8.75,8-10,6,5,0.833,0.167,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1754_1931,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,33,132.0,62649,17.23,14+,25,1,0.04,0.96,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1755_1332,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,43,172.0,61937,6.72,6-8,5,5,1.0,0.0,0.954,2019|bin|6-8,0.046,0.011891,0.008572,0.0004031,0.0009547,9401.34,3969.34,18.9477,3.9732,1.2776,0.99989364,0.99974813,0.94986896
2019#1755_1716,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,9,36.0,62376,10.81,10-14,10,1,0.1,0.9,0.9883,2019|bin|10-14,0.0117,0.011891,0.008572,0.0004031,0.0009547,2391.21,1009.59,4.81931,3.3786,0.683,0.99958198,0.99901048,0.82815838
2019#1755_1829,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,62349,15.14,14+,20,1,0.05,0.95,0.9954,2019|bin|14+,0.0046,0.011891,0.008572,0.0004031,0.0009547,940.134,396.934,1.89477,2.9732,0.2776,0.99893745,0.99748702,0.65454968
2019#1755_2005,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,10,40.0,62707,9.07,8-10,7,5,0.714,0.0,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1756_1803,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1757_1291,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,17,68.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1757_1324,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,12,48.0,61933,5.05,5-6,2,2,1.0,0.0,0.9258,2019|bin|5-6,0.0742,0.011891,0.008572,0.0004031,0.0009547,15164.8,6402.72,30.5635,4.1808,1.4852,0.99993406,0.99984384,0.96831784
2019#1757_1713,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,11,44.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1759_1948,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,11,44.0,,,,,,,,,,,0.011891,0.008572,0.0004031,0.0009547,,,,,,,,
2019#1760_1311,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,7,28.0,61942,8.26,8-10,5,1,0.2,0.8,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
2019#1760_1530,2019,2016,2021,BLIND,1,5,2.718,1.956,acquisition_date,15,60.0,62163,8.24,8-10,7,6,0.857,0.143,0.976,2019|bin|8-10,0.024,0.011891,0.008572,0.0004031,0.0009547,4905.05,2070.96,9.88577,3.6906,0.995,0.99979617,0.99951737,0.90813694
