run_id,year,run_tag,step,label,seconds,bytes,mb_per_s,log_file
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,2.8,1113226765,397.58,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,2.7,1113223061,412.30,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,20.7,1113223061,53.78,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,17.4,1113226765,63.98,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_best_2022_citywide_rgb.pt,22.7,1113223061,49.04,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,5.3,1113226765,210.04,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T181532Z_2022_citywide_rgb_train,2022,citywide_rgb,train,copy sem_latest_2022_citywide_rgb.pt,27.9,1113226765,39.90,phase4_semantic_finetune_train_2022_2026-08-22T18-49.log
20260822T185030Z_2022_citywide_rgb_inference,2022,citywide_rgb,inference,stage 2022_coe_rgb.tif,96.8,25232875267,260.67,phase4_semantic_finetune_inference_2022_2026-08-22T19-58.log
20260822T185030Z_2022_citywide_rgb_inference,2022,citywide_rgb,inference,inference,3892.9,,,phase4_semantic_finetune_inference_2022_2026-08-22T19-58.log
20260822T185030Z_2022_citywide_rgb_inference,2022,citywide_rgb,inference,copy edmonds_canopy_prob_2022_citywide_rgb.tif,10.3,3927127802,381.27,phase4_semantic_finetune_inference_2022_2026-08-22T19-58.log
20260822T193218Z_2024_citywide_rgb_inference,2024,citywide_rgb,inference,stage 2024_coe_rgb.tif,415.4,26944190060,64.86,phase4_semantic_finetune_inference_2024_2026-08-22T20-46.log
20260822T193218Z_2024_citywide_rgb_inference,2024,citywide_rgb,inference,stage lidar_snoh_chm.tif,2.1,75698441,36.05,phase4_semantic_finetune_inference_2024_2026-08-22T20-46.log
20260822T193218Z_2024_citywide_rgb_inference,2024,citywide_rgb,inference,inference,3878.1,,,phase4_semantic_finetune_inference_2024_2026-08-22T20-46.log
20260822T193218Z_2024_citywide_rgb_inference,2024,citywide_rgb,inference,copy edmonds_canopy_prob_2024_citywide_rgb.tif,12.7,4652489465,366.34,phase4_semantic_finetune_inference_2024_2026-08-22T20-46.log
20260822T200108Z_2019_citywide_rgb_inference,2019,citywide_rgb,inference,inference,1040.6,,,phase4_semantic_finetune_inference_2019_2026-08-22T20-19.log
20260822T200108Z_2019_citywide_rgb_inference,2019,citywide_rgb,inference,copy edmonds_canopy_prob_2019_citywide_rgb.tif,5.4,2289196772,423.93,phase4_semantic_finetune_inference_2019_2026-08-22T20-19.log
20260822T204614Z_2017_citywide_rgb_tile,2017,citywide_rgb,tile,stage 2017_coe_rgb.tif,768.6,48377405327,62.94,phase4_semantic_finetune_tile_2017_2026-08-22T21-21.log
20260822T204614Z_2017_citywide_rgb_tile,2017,citywide_rgb,tile,stage edmonds_canopy_mask_2020.tif,8.0,287816390,35.98,phase4_semantic_finetune_tile_2017_2026-08-22T21-21.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,stage tiles 2017,613.5,,,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,2.0,1113222165,556.61,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,1.8,1113222165,618.46,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,15.0,1113222165,74.21,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,11.3,1113222165,98.52,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,8.6,1113226317,129.44,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,1.9,1113222165,585.91,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,8.6,1113222165,129.44,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,12.1,1113222165,92.00,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,2.1,1113226317,530.11,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,21.2,1113222165,52.51,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,16.2,1113226317,68.72,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,2.1,1113222165,530.11,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,1.9,1113222165,585.91,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,14.4,1113226317,77.31,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,2.8,1113226317,397.58,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_best_2017_citywide_rgb.pt,6.8,1113222165,163.71,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,4.3,1113226317,258.89,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,3.2,1113226317,347.88,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T212142Z_2017_citywide_rgb_train,2017,citywide_rgb,train,copy sem_latest_2017_citywide_rgb.pt,2.9,1113226317,383.87,phase4_semantic_finetune_train_2017_2026-08-22T22-01.log
20260822T220231Z_2017_citywide_rgb_inference,2017,citywide_rgb,inference,stage 2017_coe_rgb.tif,689.1,48377405327,70.20,phase4_semantic_finetune_inference_2017_2026-08-22T23-23.log
20260822T220231Z_2017_citywide_rgb_inference,2017,citywide_rgb,inference,inference,4008.6,,,phase4_semantic_finetune_inference_2017_2026-08-22T23-23.log
20260822T220231Z_2017_citywide_rgb_inference,2017,citywide_rgb,inference,copy edmonds_canopy_prob_2017_citywide_rgb.tif,21.2,6718159741,316.89,phase4_semantic_finetune_inference_2017_2026-08-22T23-23.log
20260825T055000Z_2006s_sectors_v1_tile,2006s,sectors_v1,tile,stage 2006_snoh_1m_rgb.tif,0.2,218544136,1092.72,phase4_semantic_finetune_tile_2006s_2026-08-25T05-51.log
20260825T055000Z_2006s_sectors_v1_tile,2006s,sectors_v1,tile,stage edmonds_canopy_mask_2020.tif,0.3,287816390,959.39,phase4_semantic_finetune_tile_2006s_2026-08-25T05-51.log
20260825T055000Z_2006s_sectors_v1_tile,2006s,sectors_v1,tile,stage lidar_snoh_chm.tif,0.9,75698441,84.11,phase4_semantic_finetune_tile_2006s_2026-08-25T05-51.log
20260825T055324Z_2006s_sectors_v1_inference,2006s,sectors_v1,inference,stage 2006_snoh_1m_rgb.tif,0.2,218544136,1092.72,phase4_semantic_finetune_inference_2006s_2026-08-25T05-54.log
20260825T055324Z_2006s_sectors_v1_inference,2006s,sectors_v1,inference,inference,48.8,,,phase4_semantic_finetune_inference_2006s_2026-08-25T05-54.log
20260825T055324Z_2006s_sectors_v1_inference,2006s,sectors_v1,inference,copy edmonds_canopy_prob_2006s_sectors_v1.tif,0.0,8820860,,phase4_semantic_finetune_inference_2006s_2026-08-25T05-54.log
20260825T055437Z_2011s_sectors_v1_inference,2011s,sectors_v1,inference,stage 2011_snoh_1ft_rgb.tif,18.9,1987295246,105.15,phase4_semantic_finetune_inference_2011s_2026-08-25T05-57.log
20260825T055437Z_2011s_sectors_v1_inference,2011s,sectors_v1,inference,inference,61.9,,,phase4_semantic_finetune_inference_2011s_2026-08-25T05-57.log
20260825T055437Z_2011s_sectors_v1_inference,2011s,sectors_v1,inference,copy edmonds_canopy_prob_2011s_sectors_v1.tif,0.1,62109313,621.09,phase4_semantic_finetune_inference_2011s_2026-08-25T05-57.log
20260825T055718Z_2003s_sectors_v1_inference,2003s,sectors_v1,inference,stage 2003_snoh_1ft_rgb.tif,12.8,1501046192,117.27,phase4_semantic_finetune_inference_2003s_2026-08-25T05-59.log
20260825T055718Z_2003s_sectors_v1_inference,2003s,sectors_v1,inference,inference,61.4,,,phase4_semantic_finetune_inference_2003s_2026-08-25T05-59.log
20260825T055718Z_2003s_sectors_v1_inference,2003s,sectors_v1,inference,copy edmonds_canopy_prob_2003s_sectors_v1.tif,0.1,43643646,436.44,phase4_semantic_finetune_inference_2003s_2026-08-25T05-59.log
20260825T055952Z_2012s_sectors_v1_inference,2012s,sectors_v1,inference,stage 2012_snoh_9in_rgb.tif,31.2,3237421325,103.76,phase4_semantic_finetune_inference_2012s_2026-08-25T06-02.log
20260825T055952Z_2012s_sectors_v1_inference,2012s,sectors_v1,inference,inference,74.3,,,phase4_semantic_finetune_inference_2012s_2026-08-25T06-02.log
20260825T055952Z_2012s_sectors_v1_inference,2012s,sectors_v1,inference,copy edmonds_canopy_prob_2012s_sectors_v1.tif,0.2,89656084,448.28,phase4_semantic_finetune_inference_2012s_2026-08-25T06-02.log
20260825T060259Z_2018s_sectors_v1_inference,2018s,sectors_v1,inference,stage 2018_snoh_6in_rgbi.tif,101.4,11470030126,113.12,phase4_semantic_finetune_inference_2018s_2026-08-25T06-07.log
20260825T060259Z_2018s_sectors_v1_inference,2018s,sectors_v1,inference,inference,107.4,,,phase4_semantic_finetune_inference_2018s_2026-08-25T06-07.log
20260825T060259Z_2018s_sectors_v1_inference,2018s,sectors_v1,inference,copy edmonds_canopy_prob_2018s_sectors_v1.tif,0.4,156864508,392.16,phase4_semantic_finetune_inference_2018s_2026-08-25T06-07.log
20260825T060750Z_2020s_sectors_v1_inference,2020s,sectors_v1,inference,stage 2020_snoh_3in_rgb.tif,276.3,31012508090,112.24,phase4_semantic_finetune_inference_2020s_2026-08-25T06-18.log
20260825T060750Z_2020s_sectors_v1_inference,2020s,sectors_v1,inference,inference,276.7,,,phase4_semantic_finetune_inference_2020s_2026-08-25T06-18.log
20260825T060750Z_2020s_sectors_v1_inference,2020s,sectors_v1,inference,copy edmonds_canopy_prob_2020s_sectors_v1.tif,1.1,562868731,511.70,phase4_semantic_finetune_inference_2020s_2026-08-25T06-18.log
20260825T062002Z_2016_fullext_sectors_v1_tile,2016,fullext_sectors_v1,tile,stage 2016_snoh_1ft_rgbi.tif,27.3,2586179492,94.73,phase4_semantic_finetune_tile_2016_2026-08-25T06-28.log
20260825T062002Z_2016_fullext_sectors_v1_tile,2016,fullext_sectors_v1,tile,stage edmonds_canopy_mask_2020.tif,4.5,287816390,63.96,phase4_semantic_finetune_tile_2016_2026-08-25T06-28.log
20260825T135314Z_2006s_sectors_v1_postproc,2006s,sectors_v1,postproc,polygonize,7.9,,,phase4_semantic_finetune_postproc_2006s_2026-08-25T13-53.log
20260825T135314Z_2006s_sectors_v1_postproc,2006s,sectors_v1,postproc,copy edmonds_canopy_mask_2006s_sectors_v1.tif,0.0,2086008,,phase4_semantic_finetune_postproc_2006s_2026-08-25T13-53.log
20260825T135314Z_2006s_sectors_v1_postproc,2006s,sectors_v1,postproc,copy edmonds_canopy_mask_2006s_sectors_v1.gpkg,0.0,1855488,,phase4_semantic_finetune_postproc_2006s_2026-08-25T13-53.log
20260825T135314Z_2006s_sectors_v1_postproc,2006s,sectors_v1,postproc,postproc,26.5,,,phase4_semantic_finetune_postproc_2006s_2026-08-25T13-53.log
20260825T135351Z_2011s_sectors_v1_postproc,2011s,sectors_v1,postproc,polygonize,86.9,,,phase4_semantic_finetune_postproc_2011s_2026-08-25T13-57.log
20260825T135351Z_2011s_sectors_v1_postproc,2011s,sectors_v1,postproc,copy edmonds_canopy_mask_2011s_sectors_v1.tif,0.1,12617543,126.18,phase4_semantic_finetune_postproc_2011s_2026-08-25T13-57.log
20260825T135351Z_2011s_sectors_v1_postproc,2011s,sectors_v1,postproc,copy edmonds_canopy_mask_2011s_sectors_v1.gpkg,0.1,18874368,188.74,phase4_semantic_finetune_postproc_2011s_2026-08-25T13-57.log
20260825T135351Z_2011s_sectors_v1_postproc,2011s,sectors_v1,postproc,postproc,188.0,,,phase4_semantic_finetune_postproc_2011s_2026-08-25T13-57.log
20260825T135708Z_2003s_sectors_v1_postproc,2003s,sectors_v1,postproc,polygonize,71.4,,,phase4_semantic_finetune_postproc_2003s_2026-08-25T13-59.log
20260825T135708Z_2003s_sectors_v1_postproc,2003s,sectors_v1,postproc,copy edmonds_canopy_mask_2003s_sectors_v1.tif,0.1,11623239,116.23,phase4_semantic_finetune_postproc_2003s_2026-08-25T13-59.log
20260825T135708Z_2003s_sectors_v1_postproc,2003s,sectors_v1,postproc,copy edmonds_canopy_mask_2003s_sectors_v1.gpkg,0.0,6012928,,phase4_semantic_finetune_postproc_2003s_2026-08-25T13-59.log
20260825T135708Z_2003s_sectors_v1_postproc,2003s,sectors_v1,postproc,postproc,166.9,,,phase4_semantic_finetune_postproc_2003s_2026-08-25T13-59.log
20260825T140004Z_2012s_sectors_v1_postproc,2012s,sectors_v1,postproc,polygonize,142.7,,,phase4_semantic_finetune_postproc_2012s_2026-08-25T14-05.log
20260825T140004Z_2012s_sectors_v1_postproc,2012s,sectors_v1,postproc,copy edmonds_canopy_mask_2012s_sectors_v1.tif,0.1,18938857,189.39,phase4_semantic_finetune_postproc_2012s_2026-08-25T14-05.log
20260825T140004Z_2012s_sectors_v1_postproc,2012s,sectors_v1,postproc,copy edmonds_canopy_mask_2012s_sectors_v1.gpkg,0.1,14901248,149.01,phase4_semantic_finetune_postproc_2012s_2026-08-25T14-05.log
20260825T140004Z_2012s_sectors_v1_postproc,2012s,sectors_v1,postproc,postproc,317.2,,,phase4_semantic_finetune_postproc_2012s_2026-08-25T14-05.log
20260825T140530Z_2018s_sectors_v1_postproc,2018s,sectors_v1,postproc,polygonize,326.2,,,phase4_semantic_finetune_postproc_2018s_2026-08-25T14-17.log
20260825T140530Z_2018s_sectors_v1_postproc,2018s,sectors_v1,postproc,copy edmonds_canopy_mask_2018s_sectors_v1.tif,0.2,34818679,174.09,phase4_semantic_finetune_postproc_2018s_2026-08-25T14-17.log
20260825T140530Z_2018s_sectors_v1_postproc,2018s,sectors_v1,postproc,copy edmonds_canopy_mask_2018s_sectors_v1.gpkg,0.1,9940992,99.41,phase4_semantic_finetune_postproc_2018s_2026-08-25T14-17.log
20260825T140530Z_2018s_sectors_v1_postproc,2018s,sectors_v1,postproc,postproc,716.7,,,phase4_semantic_finetune_postproc_2018s_2026-08-25T14-17.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,stage tiles 2016,1028.7,,,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,21.8,1113233533,51.07,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,13.3,1113233533,83.70,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,16.8,1113233533,66.26,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,8.0,1113233533,139.15,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,47.9,1113237109,23.24,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,1.8,1113233533,618.46,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,6.4,1113233533,173.94,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,1.8,1113233533,618.46,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,3.9,1113237109,285.45,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,21.3,1113233533,52.26,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,1.8,1113237109,618.47,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,1.8,1113237109,618.47,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,2.4,1113237109,463.85,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,5.5,1113233533,202.41,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,2.9,1113233533,383.87,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,21.1,1113237109,52.76,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,23.1,1113233533,48.19,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,18.4,1113237109,60.50,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,5.0,1113233533,222.65,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,2.7,1113237109,412.31,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,20.1,1113233533,55.38,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,6.6,1113237109,168.67,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_best_2016_fullext_sectors_v1.pt,2.7,1113233533,412.31,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221915Z_2016_fullext_sectors_v1_train,2016,fullext_sectors_v1,train,copy sem_latest_2016_fullext_sectors_v1.pt,2.6,1113237109,428.17,phase4_semantic_finetune_train_2016_2026-08-25T23-04.log
20260825T221951Z_2020s_sectors_v1_postproc,2020s,sectors_v1,postproc,polygonize,1036.6,,,phase4_semantic_finetune_postproc_2020s_2026-08-25T22-58.log
20260825T221951Z_2020s_sectors_v1_postproc,2020s,sectors_v1,postproc,copy edmonds_canopy_mask_2020s_sectors_v1.tif,0.5,101445348,202.89,phase4_semantic_finetune_postproc_2020s_2026-08-25T22-58.log
20260825T221951Z_2020s_sectors_v1_postproc,2020s,sectors_v1,postproc,copy edmonds_canopy_mask_2020s_sectors_v1.gpkg,0.2,13676544,68.38,phase4_semantic_finetune_postproc_2020s_2026-08-25T22-58.log
20260825T221951Z_2020s_sectors_v1_postproc,2020s,sectors_v1,postproc,postproc,2289.7,,,phase4_semantic_finetune_postproc_2020s_2026-08-25T22-58.log
20260825T230626Z_2016_fullext_sectors_v1_inference,2016,fullext_sectors_v1,inference,stage 2016_snoh_1ft_rgbi.tif,66.1,2586179492,39.13,phase4_semantic_finetune_inference_2016_2026-08-25T23-10.log
20260825T230626Z_2016_fullext_sectors_v1_inference,2016,fullext_sectors_v1,inference,stage lidar_snoh_chm.tif,9.3,75698441,8.14,phase4_semantic_finetune_inference_2016_2026-08-25T23-10.log
